,text,Label
39,ewhowtobeginforyouseesomanyoutofthewaythingshadhappenedlatelythatalicehadbeguntothinkthatveryfewthingsindeedwerereallyimpossibletheresee,1
40,medtobenouseinwaitingbythelittledoorsoshewentbacktothetablehalfhopingshemightfindanotherkeyonitoratanyrateabookofrulesforshuttingpeopleu,1
41,pliketelescopesthistimeshefoundalittlebottleonitwhichcertainlywasnotherebeforesaidaliceandroundtheneckofthebottlewasapaperlabelwiththewo,1
42,rdsdrinkmebeautifullyprintedonitinlargelettersitwasallverywelltosaydrinkmebutthewiselittlealicewasnotgoingtodothatinahurrynoilllookfirst,1
43,shesaidandseewhetheritsmarkedpoisonornotforshehadreadseveralnicelittlehistoriesaboutchildrenwhohadgotburntandeatenupbywildbeastsandother,1
44,unpleasantthingsallbecausetheywouldnotrememberthesimplerulestheirfriendshadtaughtthemsuchasthataredhotpokerwillburnyouifyouholdittoolong,1
45,andthatifyoucutyourfingerverydeeplywithaknifeitusuallybleedsandshehadneverforgottenthatifyoudrinkmuchfromabottlemarkedpoisonitisalmostce,1
46,rtaintodisagreewithyousoonerorlaterhoweverthisbottlewasnotmarkedpoisonsoaliceventuredtotasteitandfindingitveryniceithadinfactasortofmixe,1
47,dflavourofcherrytartcustardpineappleroastturkeytoffeeandhotbutteredtoastsheverysoonfinisheditoffwhatacuriousfeelingsaidaliceimustbeshutt,1
48,inguplikeatelescopeandsoitwasindeedshewasnowonlytenincheshighandherfacebrightenedupatthethoughtthatshewasnowtherightsizeforgoingthrought,1
49,helittledoorintothatlovelygardenfirsthowevershewaitedforafewminutestoseeifshewasgoingtoshrinkanyfurthershefeltalittlenervousaboutthisfor,1
50,itmightendyouknowsaidalicetoherselfinmygoingoutaltogetherlikeacandleiwonderwhatishouldbelikethenandshetriedtofancywhattheflameofacandlei,1
51,slikeafterthecandleisblownoutforshecouldnotremembereverhavingseensuchathingafterawhilefindingthatnothingmorehappenedshedecidedongoingint,1
52,othegardenatoncebutalasforpooralicewhenshegottothedoorshefoundshehadforgottenthelittlegoldenkeyandwhenshewentbacktothetableforitshefound,1
53,shecouldnotpossiblyreachitshecouldseeitquiteplainlythroughtheglassandshetriedherbesttoclimbuponeofthelegsofthetablebutitwastooslipperyan,1
54,dwhenshehadtiredherselfoutwithtryingthepoorlittlethingsatdownandcriedcometheresnouseincryinglikethatsaidalicetoherselfrathersharplyiadvi,1
55,seyoutoleaveoffthisminuteshegenerallygaveherselfverygoodadvicethoughsheveryseldomfolloweditandsometimesshescoldedherselfsoseverelyastobr,1
56,ingtearsintohereyesandoncesherememberedtryingtoboxherownearsforhavingcheatedherselfinagameofcroquetshewasplayingagainstherselfforthiscur,1
57,iouschildwasveryfondofpretendingtobetwopeoplebutitsnousenowthoughtpooralicetopretendtobetwopeoplewhythereshardlyenoughofmelefttomakeoner,1
58,espectablepersonsoonhereyefellonalittleglassboxthatwaslyingunderthetablesheopeneditandfoundinitaverysmallcakeonwhichthewordseatmewerebea,1
59,utifullymarkedincurrantswellilleatitsaidaliceandifitmakesmegrowlargericanreachthekeyandifitmakesmegrowsmallericancreepunderthedoorsoeith,1
60,erwayillgetintothegardenandidontcarewhichhappenssheatealittlebitandsaidanxiouslytoherselfwhichwaywhichwayholdingherhandonthetopofherhead,1
61,tofeelwhichwayitwasgrowingandshewasquitesurprisedtofindthatsheremainedthesamesizetobesurethisgenerallyhappenswhenoneeatscakebutalicehadg,1
62,otsomuchintothewayofexpectingnothingbutoutofthewaythingstohappenthatitseemedquitedullandstupidforlifetogooninthecommonwaysoshesettoworka,1
63,ndverysoonfinishedoffthecakecuriouserandcuriousercriedaliceshewassomuchsurprisedthatforthemomentshequiteforgothowtospeakgoodenglishnowim,1
64,openingoutlikethelargesttelescopethateverwasgoodbyefeetforwhenshelookeddownatherfeettheyseemedtobealmostoutofsighttheyweregettingsofarof,1
65,fohmypoorlittlefeetiwonderwhowillputonyourshoesandstockingsforyounowdearsimsureishantbeableishallbeagreatdealtoofarofftotroublemyselfabo,1
66,utyouyoumustmanagethebestwayyoucanbutimustbekindtothemthoughtaliceorperhapstheywontwalkthewayiwanttogoletmeseeillgivethemanewpairofboots,1
67,everychristmasandshewentonplanningtoherselfhowshewouldmanageittheymustgobythecarriershethoughtandhowfunnyitllseemsendingpresentstoonesow,1
68,nfeetandhowoddthedirectionswilllookalicesrightfootesqhearthrugnearthefenderwithalicesloveohdearwhatnonsenseimtalkingjustthenherheadstruc,1
69,kagainsttheroofofthehallinfactshewasnowmorethanninefeethighandsheatoncetookupthelittlegoldenkeyandhurriedofftothegardendoorpooraliceitwa,1
70,sasmuchasshecoulddolyingdownononesidetolookthroughintothegardenwithoneeyebuttogetthroughwasmorehopelessthanevershesatdownandbegantocryag,1
71,ainyououghttobeashamedofyourselfsaidaliceagreatgirllikeyoushemightwellsaythistogooncryinginthiswaystopthismomentitellyoubutshewentonallt,1
72,hesamesheddinggallonsoftearsuntiltherewasalargepoolallroundheraboutfourinchesdeepandreachinghalfdownthehallafteratimesheheardalittlepatt,1
73,eringoffeetinthedistanceandshehastilydriedhereyestoseewhatwascomingitwasthewhiterabbitreturningsplendidlydressedwithapairofwhitekidglove,1
74,sinonehandandalargefanintheotherhecametrottingalonginagreathurrymutteringtohimselfashecameohtheduchesstheduchessohwontshebesavageifiveke,1
75,ptherwaitingalicefeltsodesperatethatshewasreadytoaskhelpofanyonesowhentherabbitcamenearhershebeganinalowtimidvoiceifyoupleasesirtherabbi,1
76,tstartedviolentlydroppedthewhitekidglovesandthefanandskurriedawayintothedarknessashardashecouldgoalicetookupthefanandglovesandasthehallw,1
77,asveryhotshekeptfanningherselfallthetimeshewentontalkingdeardearhowqueereverythingistodayandyesterdaythingswentonjustasusualiwonderifive,1
78,beenchangedinthenightletmethinkwasithesamewhenigotupthismorningialmostthinkicanrememberfeelingalittledifferentbutifimnotthesamethenextqu,1
79,estioniswhointheworldamiahthatsthegreatpuzzleandshebeganthinkingoverallthechildrensheknewthatwereofthesameageasherselftoseeifshecouldhav,1
80,ebeenchangedforanyofthemimsureimnotadashesaidforherhairgoesinsuchlongringletsandminedoesntgoinringletsatallandimsureicantbemabelforiknow,1
81,allsortsofthingsandsheohsheknowssuchaverylittlebesidesshessheandimiandohdearhowpuzzlingitallisilltryifiknowallthethingsiusedtoknowletmes,1
82,eefourtimesfiveistwelveandfourtimessixisthirteenandfourtimessevenisohdearishallnevergettotwentyatthatratehoweverthemultiplicationtabledo,1
83,esntsignifyletstrygeographylondonisthecapitalofparisandparisisthecapitalofromeandromenothatsallwrongimcertainimusthavebeenchangedformabe,1
84,lilltryandsayhowdoththelittleandshecrossedherhandsonherlapasifsheweresayinglessonsandbegantorepeatitbuthervoicesoundedhoarseandstrangean,1
85,dthewordsdidnotcomethesameastheyusedtodohowdoththelittlecrocodileimprovehisshiningtailandpourthewatersofthenileoneverygoldenscalehowchee,1
86,rfullyheseemstogrinhowneatlyspreadhisclawsandwelcomelittlefishesinwithgentlysmilingjawsimsurethosearenottherightwordssaidpooraliceandher,1
87,eyesfilledwithtearsagainasshewentonimustbemabelafterallandishallhavetogoandliveinthatpokylittlehouseandhavenexttonotoystoplaywithandohev,1
88,ersomanylessonstolearnnoivemadeupmymindaboutitifimmabelillstaydownhereitllbenousetheirputtingtheirheadsdownandsayingcomeupagaindearishal,1
89,lonlylookupandsaywhoamithentellmethatfirstandthenifilikebeingthatpersonillcomeupifnotillstaydownheretillimsomebodyelsebutohdearcriedalic,1
90,ewithasuddenburstoftearsidowishtheywouldputtheirheadsdowniamsoverytiredofbeingallalonehereasshesaidthisshelookeddownatherhandsandwassurp,1
91,risedtoseethatshehadputononeoftherabbitslittlewhitekidgloveswhileshewastalkinghowcanihavedonethatshethoughtimustbegrowingsmallagainshego,1
92,tupandwenttothetabletomeasureherselfbyitandfoundthatasnearlyasshecouldguessshewasnowabouttwofeethighandwasgoingonshrinkingrapidlyshesoon,1
93,foundoutthatthecauseofthiswasthefanshewasholdingandshedroppedithastilyjustintimetoavoidshrinkingawayaltogetherthatwasanarrowescapesaidal,1
94,iceagooddealfrightenedatthesuddenchangebutverygladtofindherselfstillinexistenceandnowforthegardenandsheranwithallspeedbacktothelittledoo,1
95,rbutalasthelittledoorwasshutagainandthelittlegoldenkeywaslyingontheglasstableasbeforeandthingsareworsethaneverthoughtthepoorchildforinev,1
96,erwassosmallasthisbeforeneverandideclareitstoobadthatitisasshesaidthesewordsherfootslippedandinanothermomentsplashshewasuptoherchininsal,1
97,twaterherfirstideawasthatshehadsomehowfallenintotheseaandinthatcaseicangobackbyrailwayshesaidtoherselfalicehadbeentotheseasideonceinherl,1
98,ifeandhadcometothegeneralconclusionthatwhereveryougotoontheenglishcoastyoufindanumberofbathingmachinesintheseasomechildrendigginginthesa,1
99,ndwithwoodenspadesthenarowoflodginghousesandbehindthemarailwaystationhowevershesoonmadeoutthatshewasinthepooloftearswhichshehadweptwhens,1
100,hewasninefeethighiwishihadntcriedsomuchsaidaliceassheswamabouttryingtofindherwayoutishallbepunishedforitnowisupposebybeingdrownedinmyown,1
101,tearsthatwillbeaqueerthingtobesurehowevereverythingisqueertodayjustthensheheardsomethingsplashingaboutinthepoolalittlewayoffandsheswamne,1
102,arertomakeoutwhatitwasatfirstshethoughtitmustbeawalrusorhippopotamusbutthensherememberedhowsmallshewasnowandshesoonmadeoutthatitwasonlya,1
103,mousethathadslippedinlikeherselfwoulditbeofanyusenowthoughtalicetospeaktothismouseeverythingissooutofthewaydownherethatishouldthinkveryl,1
104,ikelyitcantalkatanyratetheresnoharmintryingsoshebeganomousedoyouknowthewayoutofthispooliamverytiredofswimmingabouthereomousealicethought,1
105,thismustbetherightwayofspeakingtoamouseshehadneverdonesuchathingbeforebutsherememberedhavingseeninherbrotherslatingrammaramouseofamouset,1
106,oamouseamouseomousethemouselookedatherratherinquisitivelyandseemedtohertowinkwithoneofitslittleeyesbutitsaidnothingperhapsitdoesntunders,1
107,tandenglishthoughtaliceidaresayitsafrenchmousecomeoverwithwilliamtheconquerorforwithallherknowledgeofhistoryalicehadnoveryclearnotionhow,1
108,longagoanythinghadhappenedsoshebeganagainouestmachattewhichwasthefirstsentenceinherfrenchlessonbookthemousegaveasuddenleapoutofthewatera,1
109,ndseemedtoquiveralloverwithfrightohibegyourpardoncriedalicehastilyafraidthatshehadhurtthepooranimalsfeelingsiquiteforgotyoudidntlikecats,1
110,notlikecatscriedthemouseinashrillpassionatevoicewouldyoulikecatsifyouweremewellperhapsnotsaidaliceinasoothingtonedontbeangryaboutitandye,1
111,tiwishicouldshowyouourcatdinahithinkyoudtakeafancytocatsifyoucouldonlyseehersheissuchadearquietthingalicewentonhalftoherselfassheswamlaz,1
112,ilyaboutinthepoolandshesitspurringsonicelybythefirelickingherpawsandwashingherfaceandsheissuchanicesoftthingtonurseandshessuchacapitalon,1
113,eforcatchingmiceohibegyourpardoncriedaliceagainforthistimethemousewasbristlingalloverandshefeltcertainitmustbereallyoffendedwewonttalkab,1
114,outheranymoreifyoudrathernotweindeedcriedthemousewhowastremblingdowntotheendofhistailasifiwouldtalkonsuchasubjectourfamilyalwayshatedcat,1
115,snastylowvulgarthingsdontletmehearthenameagainiwontindeedsaidaliceinagreathurrytochangethesubjectofconversationareyouareyoufondofofdogst,1
116,hemousedidnotanswersoalicewentoneagerlythereissuchanicelittledognearourhouseishouldliketoshowyoualittlebrighteyedterrieryouknowwithohsuc,1
117,hlongcurlybrownhairanditllfetchthingswhenyouthrowthemanditllsitupandbegforitsdinnerandallsortsofthingsicantrememberhalfofthemanditbelong,1
118,stoafarmeryouknowandhesaysitssousefulitsworthahundredpoundshesaysitkillsalltheratsandohdearcriedaliceinasorrowfultoneimafraidiveoffended,1
119,itagainforthemousewasswimmingawayfromherashardasitcouldgoandmakingquiteacommotioninthepoolasitwentsoshecalledsoftlyafteritmousedeardocom,1
120,ebackagainandwewonttalkaboutcatsordogseitherifyoudontlikethemwhenthemouseheardthisitturnedroundandswamslowlybacktoheritsfacewasquitepale,1
121,withpassionalicethoughtanditsaidinalowtremblingvoiceletusgettotheshoreandthenilltellyoumyhistoryandyoullunderstandwhyitisihatecatsanddog,1
122,sitwashightimetogoforthepoolwasgettingquitecrowdedwiththebirdsandanimalsthathadfallenintoittherewereaduckandadodoaloryandaneagletandseve,1
123,ralothercuriouscreaturesaliceledthewayandthewholepartyswamtotheshoretheywereindeedaqueerlookingpartythatassembledonthebankthebirdswithdr,1
124,aggledfeatherstheanimalswiththeirfurclingingclosetothemandalldrippingwetcrossanduncomfortablethefirstquestionofcoursewashowtogetdryagain,1
125,theyhadaconsultationaboutthisandafterafewminutesitseemedquitenaturaltoalicetofindherselftalkingfamiliarlywiththemasifshehadknownthemallh,1
126,erlifeindeedshehadquitealongargumentwiththelorywhoatlastturnedsulkyandwouldonlysayiamolderthanyouandmustknowbetterandthisalicewouldnotal,1
127,lowwithoutknowinghowolditwasandasthelorypositivelyrefusedtotellitsagetherewasnomoretobesaidatlastthemousewhoseemedtobeapersonofauthority,1
128,amongthemcalledoutsitdownallofyouandlistentomeillsoonmakeyoudryenoughtheyallsatdownatonceinalargeringwiththemouseinthemiddlealicekepther,1
129,eyesanxiouslyfixedonitforshefeltsureshewouldcatchabadcoldifshedidnotgetdryverysoonahemsaidthemousewithanimportantairareyouallreadythisis,1
130,thedriestthingiknowsilenceallroundifyoupleasewilliamtheconquerorwhosecausewasfavouredbythepopewassoonsubmittedtobytheenglishwhowantedlea,1
131,dersandhadbeenoflatemuchaccustomedtousurpationandconquestedwinandmorcartheearlsofmerciaandnorthumbriaughsaidthelorywithashiveribegyourpa,1
132,rdonsaidthemousefrowningbutverypolitelydidyouspeaknotisaidtheloryhastilyithoughtyoudidsaidthemouseiproceededwinandmorcartheearlsofmercia,1
133,andnorthumbriadeclaredforhimandevenstigandthepatrioticarchbishopofcanterburyfounditadvisablefoundwhatsaidtheduckfounditthemouserepliedra,1
134,thercrosslyofcourseyouknowwhatitmeansiknowwhatitmeanswellenoughwhenifindathingsaidtheduckitsgenerallyafrogorawormthequestioniswhatdidthe,1
135,archbishopfindthemousedidnotnoticethisquestionbuthurriedlywentonfounditadvisabletogowithedgarathelingtomeetwilliamandofferhimthecrownwil,1
136,liamsconductatfirstwasmoderatebuttheinsolenceofhisnormanshowareyougettingonnowmydearitcontinuedturningtoaliceasitspokeaswetaseversaidali,1
137,ceinamelancholytoneitdoesntseemtodrymeatallinthatcasesaidthedodosolemnlyrisingtoitsfeetimovethatthemeetingadjournfortheimmediateadoption,1
138,ofmoreenergeticremediesspeakenglishsaidtheeagletidontknowthemeaningofhalfthoselongwordsandwhatsmoreidontbelieveyoudoeitherandtheeagletbe,1
139,ntdownitsheadtohideasmilesomeoftheotherbirdstitteredaudiblywhatiwasgoingtosaysaidthedodoinanoffendedtonewasthatthebestthingtogetusdrywou,1
140,ldbeacaucusracewhatisacaucusracesaidalicenotthatshewantedmuchtoknowbutthedodohadpausedasifitthoughtthatsomebodyoughttospeakandnooneelses,1
141,eemedinclinedtosayanythingwhysaidthedodothebestwaytoexplainitistodoitandasyoumightliketotrythethingyourselfsomewinterdayiwilltellyouhowt,1
142,hedodomanageditfirstitmarkedoutaracecourseinasortofcircletheexactshapedoesntmatteritsaidandthenallthepartywereplacedalongthecourseherean,1
143,dtheretherewasnoonetwothreeandawaybuttheybeganrunningwhentheylikedandleftoffwhentheylikedsothatitwasnoteasytoknowwhentheracewasoverhowev,1
144,erwhentheyhadbeenrunninghalfanhourorsoandwerequitedryagainthedodosuddenlycalledouttheraceisoverandtheyallcrowdedrounditpantingandaskingb,1
145,utwhohaswonthisquestionthedodocouldnotanswerwithoutagreatdealofthoughtanditsatforalongtimewithonefingerpresseduponitsforeheadtheposition,1
146,inwhichyouusuallyseeshakespeareinthepicturesofhimwhiletherestwaitedinsilenceatlastthedodosaideverybodyhaswonandallmusthaveprizesbutwhois,1
147,togivetheprizesquiteachorusofvoicesaskedwhysheofcoursesaidthedodopointingtoalicewithonefingerandthewholepartyatoncecrowdedroundhercallin,1
148,goutinaconfusedwayprizesprizesalicehadnoideawhattodoandindespairsheputherhandinherpocketandpulledoutaboxofcomfitsluckilythesaltwaterhadn,1
149,otgotintoitandhandedthemroundasprizestherewasexactlyoneapieceallroundbutshemusthaveaprizeherselfyouknowsaidthemouseofcoursethedodoreplie,1
150,dverygravelywhatelsehaveyougotinyourpockethewentonturningtoaliceonlyathimblesaidalicesadlyhanditoverheresaidthedodothentheyallcrowdedrou,1
151,ndheroncemorewhilethedodosolemnlypresentedthethimblesayingwebegyouracceptanceofthiselegantthimbleandwhenithadfinishedthisshortspeechthey,1
152,allcheeredalicethoughtthewholethingveryabsurdbuttheyalllookedsogravethatshedidnotdaretolaughandasshecouldnotthinkofanythingtosayshesimpl,1
153,ybowedandtookthethimblelookingassolemnasshecouldthenextthingwastoeatthecomfitsthiscausedsomenoiseandconfusionasthelargebirdscomplainedth,1
154,attheycouldnottastetheirsandthesmalloneschokedandhadtobepattedonthebackhoweveritwasoveratlastandtheysatdownagaininaringandbeggedthemouse,1
155,totellthemsomethingmoreyoupromisedtotellmeyourhistoryyouknowsaidaliceandwhyitisyouhatecanddsheaddedinawhisperhalfafraidthatitwouldbeoffe,1
156,ndedagainmineisalongandasadtalesaidthemouseturningtoaliceandsighingitisalongtailcertainlysaidalicelookingdownwithwonderatthemousestailbu,1
157,twhydoyoucallitsadandshekeptonpuzzlingaboutitwhilethemousewasspeakingsothatherideaofthetalewassomethinglikethisfurysaidtoamousethathemet,1
158,inthehouseletusbothgotolawiwillprosecuteyoucomeilltakenodenialwemusthaveatrialforreallythismorningivenothingtodosaidthemousetothecursuch,1
159,atrialdearsirwithnojuryorjudgewouldbewastingourbreathillbejudgeillbejurysaidcunningoldfuryilltrythewholecauseandcondemnyoutodeathyouaren,1
160,otattendingsaidthemousetoaliceseverelywhatareyouthinkingofibegyourpardonsaidaliceveryhumblyyouhadgottothefifthbendithinkihadnotcriedthem,1
161,ousesharplyandveryangrilyaknotsaidalicealwaysreadytomakeherselfusefulandlookinganxiouslyaboutherohdoletmehelptoundoitishalldonothingofth,1
162,esortsaidthemousegettingupandwalkingawayyouinsultmebytalkingsuchnonsenseididntmeanitpleadedpooralicebutyouresoeasilyoffendedyouknowthemo,1
163,useonlygrowledinreplypleasecomebackandfinishyourstoryalicecalledafteritandtheothersalljoinedinchorusyespleasedobutthemouseonlyshookitshe,1
164,adimpatientlyandwalkedalittlequickerwhatapityitwouldntstaysighedtheloryassoonasitwasquiteoutofsightandanoldcrabtooktheopportunityofsayin,1
165,gtoherdaughterahmydearletthisbealessontoyounevertoloseyourtemperholdyourtonguemasaidtheyoungcrabalittlesnappishlyyoureenoughtotrythepati,1
166,enceofanoysteriwishihadourdinahhereiknowidosaidalicealoudaddressingnobodyinparticularshedsoonfetchitbackandwhoisdinahifimightventuretoas,1
167,kthequestionsaidtheloryalicerepliedeagerlyforshewasalwaysreadytotalkaboutherpetdinahsourcatandshessuchacapitaloneforcatchingmiceyoucantt,1
168,hinkandohiwishyoucouldseeherafterthebirdswhyshelleatalittlebirdassoonaslookatitthisspeechcausedaremarkablesensationamongthepartysomeofth,1
169,ebirdshurriedoffatonceoneoldmagpiebeganwrappingitselfupverycarefullyremarkingireallymustbegettinghomethenightairdoesntsuitmythroatandaca,1
170,narycalledoutinatremblingvoicetoitschildrencomeawaymydearsitshightimeyouwereallinbedonvariouspretextstheyallmovedoffandalicewassoonlefta,1
171,loneiwishihadntmentioneddinahshesaidtoherselfinamelancholytonenobodyseemstolikeherdownhereandimsureshesthebestcatintheworldohmydeardinah,1
172,iwonderifishalleverseeyouanymoreandherepooralicebegantocryagainforshefeltverylonelyandlowspiritedinalittlewhilehoweversheagainheardalitt,1
173,lepatteringoffootstepsinthedistanceandshelookedupeagerlyhalfhopingthatthemousehadchangedhismindandwascomingbacktofinishhisstoryitwasthew,1
174,hiterabbittrottingslowlybackagainandlookinganxiouslyaboutasitwentasifithadlostsomethingandshehearditmutteringtoitselftheduchesstheduches,1
175,sohmydearpawsohmyfurandwhiskersshellgetmeexecutedassureasferretsareferretswherecanihavedroppedthemiwonderaliceguessedinamomentthatitwasl,1
176,ookingforthefanandthepairofwhitekidglovesandsheverygoodnaturedlybeganhuntingaboutforthembuttheywerenowheretobeseeneverythingseemedtohave,1
177,changedsinceherswiminthepoolandthegreathallwiththeglasstableandthelittledoorhadvanishedcompletelyverysoontherabbitnoticedaliceasshewenth,1
178,untingaboutandcalledouttoherinanangrytonewhymaryannwhatareyoudoingouthererunhomethismomentandfetchmeapairofglovesandafanquicknowandalice,1
179,wassomuchfrightenedthatsheranoffatonceinthedirectionitpointedtowithouttryingtoexplainthemistakeithadmadehetookmeforhishousemaidshesaidto,1
180,herselfassheranhowsurprisedhellbewhenhefindsoutwhoiambutidbettertakehimhisfanandglovesthatisificanfindthemasshesaidthisshecameuponaneatl,1
181,ittlehouseonthedoorofwhichwasabrightbrassplatewiththenamewrabbitengraveduponitshewentinwithoutknockingandhurriedupstairsingreatfearlests,1
182,heshouldmeettherealmaryannandbeturnedoutofthehousebeforeshehadfoundthefanandgloveshowqueeritseemsalicesaidtoherselftobegoingmessagesfora,1
183,rabbitisupposedinahllbesendingmeonmessagesnextandshebeganfancyingthesortofthingthatwouldhappenmissalicecomeheredirectlyandgetreadyforyou,1
184,rwalkcominginaminutenursebutivegottoseethatthemousedoesntgetoutonlyidontthinkalicewentonthattheydletdinahstopinthehouseifitbeganordering,1
185,peopleaboutlikethatbythistimeshehadfoundherwayintoatidylittleroomwithatableinthewindowandonitasshehadhopedafanandtwoorthreepairsoftinywh,1
186,itekidglovesshetookupthefanandapairoftheglovesandwasjustgoingtoleavetheroomwhenhereyefelluponalittlebottlethatstoodnearthelookingglassth,1
187,erewasnolabelthistimewiththewordsdrinkmebutneverthelesssheuncorkeditandputittoherlipsiknowsomethinginterestingissuretohappenshesaidtoher,1
